# Iteration Energy MinEnergy Delta temp realtemp dtheta realdtheta MagneticFieldX Y Z MagnetizationX Y Z
1 -1511.95 -46077.7 44565.8 0.11 0.109991 0.331662 0.33165 0.06 0 0 0.00724466 -0.00916432 0.000982698
2 -2599.65 -46077.7 43478.1 0.11 0.109987 0.331662 0.331644 0.06 0 0 0.00948115 -0.0120396 0.00190558
3 -3510.45 -46077.7 42567.3 0.11 0.110008 0.331662 0.331674 0.06 0 0 0.0108092 -0.0129495 0.000800814
4 -4340.88 -46077.7 41736.8 0.11 0.110002 0.331662 0.331666 0.06 0 0 0.0114965 -0.0155975 0.0022816
5 -4977.14 -46077.7 41100.6 0.11 0.110009 0.331662 0.331677 0.06 0 0 0.0134275 -0.0138975 9.73221e-05
6 -5618.3 -46077.7 40459.4 0.11 0.110018 0.331662 0.331689 0.06 0 0 0.0129853 -0.0145618 0.00212494
7 -6125.67 -46077.7 39952 0.11 0.109972 0.331662 0.33162 0.06 0 0 0.0117178 -0.0146478 0.00262888
8 -6541.57 -46077.7 39536.1 0.11 0.109983 0.331662 0.331637 0.06 0 0 0.0122498 -0.0158729 0.0037138
9 -6883.2 -46077.7 39194.5 0.11 0.110003 0.331662 0.331667 0.06 0 0 0.0156986 -0.0141839 0.00168297
10 -7284.45 -46077.7 38793.3 0.11 0.110014 0.331662 0.331683 0.06 0 0 0.0196467 -0.0142213 0.00440537
11 -7695.8 -46077.7 38381.9 0.11 0.110026 0.331662 0.331701 0.06 0 0 0.0222715 -0.01305 0.00613897
12 -7934.31 -46077.7 38143.4 0.11 0.110011 0.331662 0.331679 0.06 0 0 0.0240394 -0.0157335 0.00844479
13 -8336.73 -46077.7 37741 0.11 0.110002 0.331662 0.331666 0.06 0 0 0.0282614 -0.0192713 0.00801957
14 -8609.09 -46077.7 37468.6 0.11 0.110003 0.331662 0.331668 0.06 0 0 0.0280049 -0.0204665 0.0104628
15 -8917.84 -46077.7 37159.9 0.11 0.110023 0.331662 0.331698 0.06 0 0 0.0288595 -0.0191376 0.0109302
16 -9082.64 -46077.7 36995.1 0.11 0.110033 0.331662 0.331712 0.06 0 0 0.0288346 -0.0162108 0.00993445
17 -9445.72 -46077.7 36632 0.11 0.109979 0.331662 0.331631 0.06 0 0 0.0269734 -0.0176452 0.00856972
18 -9606.43 -46077.7 36471.3 0.11 0.109988 0.331662 0.331644 0.06 0 0 0.02636 -0.0157347 0.00764179
19 -9751.88 -46077.7 36325.8 0.11 0.109989 0.331662 0.331646 0.06 0 0 0.027453 -0.0170533 0.00352481
20 -10002.5 -46077.7 36075.2 0.11 0.110008 0.331662 0.331674 0.06 0 0 0.0253772 -0.0140004 0.000833782
21 -10210.5 -46077.7 35867.2 0.11 0.109986 0.331662 0.331642 0.06 0 0 0.028818 -0.0148931 -0.00183565
22 -10485.1 -46077.7 35592.6 0.11 0.109994 0.331662 0.331653 0.06 0 0 0.0273404 -0.0120342 -0.00587135
23 -10645.9 -46077.7 35431.8 0.11 0.10997 0.331662 0.331618 0.06 0 0 0.0297697 -0.0124379 -0.00811489
