# Iteration Energy MinEnergy Delta temp realtemp dtheta realdtheta MagneticFieldX Y Z MagnetizationX Y Z
81 -37878.2 -46236 8357.83 0.01 0.00999391 0.1 0.0999696 0.08 0 0 0.221742 -0.123535 -0.022082
82 -37964 -46236 8272.01 0.01 0.0100012 0.1 0.100006 0.08 0 0 0.225142 -0.124313 -0.0219638
83 -38057.6 -46236 8178.38 0.01 0.0099935 0.1 0.0999675 0.08 0 0 0.227848 -0.12615 -0.023242
84 -38121 -46236 8115.03 0.01 0.00999826 0.1 0.0999913 0.08 0 0 0.231007 -0.128027 -0.0229042
85 -38218.4 -46236 8017.54 0.01 0.0100004 0.1 0.100002 0.08 0 0 0.233794 -0.129173 -0.0242597
86 -38280.8 -46236 7955.18 0.01 0.0100052 0.1 0.100026 0.08 0 0 0.236542 -0.130874 -0.0251234
87 -38342.1 -46236 7893.93 0.01 0.00999663 0.1 0.0999831 0.08 0 0 0.239469 -0.132906 -0.0249411
88 -38413.7 -46236 7822.23 0.01 0.00999345 0.1 0.0999672 0.08 0 0 0.241282 -0.133672 -0.0242534
89 -38495.5 -46236 7740.51 0.01 0.00999108 0.1 0.0999554 0.08 0 0 0.243567 -0.135148 -0.0238936
90 -38548.1 -46236 7687.86 0.01 0.00999753 0.1 0.0999876 0.08 0 0 0.245976 -0.135431 -0.0247375
91 -38616 -46236 7620.03 0.01 0.0100006 0.1 0.100003 0.08 0 0 0.248911 -0.137918 -0.0238341
92 -38688.3 -46236 7547.67 0.01 0.00999821 0.1 0.099991 0.08 0 0 0.250678 -0.138665 -0.0236397
93 -38768.5 -46236 7467.5 0.01 0.010002 0.1 0.10001 0.08 0 0 0.252421 -0.14 -0.0228808
94 -38829 -46236 7407.01 0.01 0.0100008 0.1 0.100004 0.08 0 0 0.255161 -0.140807 -0.0230313
95 -38879.8 -46236 7356.2 0.01 0.0100084 0.1 0.100042 0.08 0 0 0.257231 -0.140324 -0.0230982
96 -38930.5 -46236 7305.51 0.01 0.00999417 0.1 0.0999709 0.08 0 0 0.259702 -0.141472 -0.0238576
97 -38976.5 -46236 7259.43 0.01 0.00999512 0.1 0.0999756 0.08 0 0 0.261958 -0.142844 -0.0248394
98 -39006.9 -46236 7229.12 0.01 0.0100077 0.1 0.100038 0.08 0 0 0.263982 -0.14401 -0.0256348
99 -39067 -46236 7169.02 0.01 0.00998749 0.1 0.0999374 0.08 0 0 0.26671 -0.143635 -0.0270295
100 -39135 -46236 7100.96 0.01 0.00999436 0.1 0.0999718 0.08 0 0 0.268703 -0.14459 -0.0260768
101 -39195.4 -46236 7040.57 0.01 0.00999903 0.1 0.0999952 0.08 0 0 0.271333 -0.145547 -0.026543
102 -39264.1 -46236 6971.9 0.01 0.00999768 0.1 0.0999884 0.08 0 0 0.273521 -0.146525 -0.0285052
103 -39316.8 -46236 6919.14 0.01 0.00999714 0.1 0.0999857 0.08 0 0 0.274908 -0.147144 -0.029045
104 -39356.9 -46236 6879.05 0.01 0.010003 0.1 0.100015 0.08 0 0 0.275693 -0.14989 -0.0291098
105 -39393.3 -46236 6842.7 0.01 0.0100043 0.1 0.100021 0.08 0 0 0.278058 -0.15025 -0.0291751
106 -39447.4 -46236 6788.59 0.01 0.00999809 0.1 0.0999905 0.08 0 0 0.280535 -0.150492 -0.0291861
107 -39484.9 -46236 6751.11 0.01 0.00999947 0.1 0.0999974 0.08 0 0 0.283467 -0.151786 -0.0289346
108 -39540 -46236 6696.02 0.01 0.00999857 0.1 0.0999929 0.08 0 0 0.285022 -0.153755 -0.0283166
109 -39591.1 -46236 6644.88 0.01 0.00999103 0.1 0.0999551 0.08 0 0 0.286806 -0.155042 -0.0288807
110 -39629.8 -46236 6606.19 0.01 0.0100032 0.1 0.100016 0.08 0 0 0.288681 -0.155266 -0.0289286
111 -39672.6 -46236 6563.4 0.01 0.00999676 0.1 0.0999838 0.08 0 0 0.29105 -0.156638 -0.0280937
112 -39718.1 -46236 6517.89 0.01 0.00999776 0.1 0.0999888 0.08 0 0 0.29289 -0.158076 -0.0285026
113 -39753.2 -46236 6482.79 0.01 0.00999745 0.1 0.0999873 0.08 0 0 0.294634 -0.158864 -0.0295035
114 -39800.8 -46236 6435.2 0.01 0.0100032 0.1 0.100016 0.08 0 0 0.296759 -0.159264 -0.0302194
115 -39817.7 -46236 6418.24 0.01 0.00999761 0.1 0.099988 0.08 0 0 0.298866 -0.159641 -0.0309406
116 -39852.6 -46236 6383.41 0.01 0.0100077 0.1 0.100038 0.08 0 0 0.301102 -0.160913 -0.0304954
117 -39889.6 -46236 6346.41 0.01 0.0100043 0.1 0.100022 0.08 0 0 0.302289 -0.162565 -0.0317853
118 -39948.8 -46236 6287.19 0.01 0.00999747 0.1 0.0999874 0.08 0 0 0.30465 -0.16325 -0.031063
119 -39991.9 -46236 6244.04 0.01 0.00999454 0.1 0.0999727 0.08 0 0 0.306423 -0.164841 -0.0317001
120 -40036.7 -46236 6199.27 0.01 0.0100041 0.1 0.10002 0.08 0 0 0.309258 -0.165435 -0.0313981
121 -40058.6 -46236 6177.35 0.01 0.0100051 0.1 0.100025 0.08 0 0 0.31121 -0.165555 -0.0304191
122 -40105.8 -46236 6130.21 0.01 0.00999712 0.1 0.0999856 0.08 0 0 0.315154 -0.166674 -0.0305323
123 -40141 -46236 6095.03 0.01 0.00999804 0.1 0.0999902 0.08 0 0 0.317606 -0.167358 -0.0317123
124 -40165 -46236 6071 0.01 0.00999306 0.1 0.0999653 0.08 0 0 0.319075 -0.167829 -0.0309137
125 -40207.8 -46236 6028.22 0.01 0.00999467 0.1 0.0999733 0.08 0 0 0.320254 -0.168602 -0.0317358
126 -40240.2 -46236 5995.76 0.01 0.00999694 0.1 0.0999847 0.08 0 0 0.321258 -0.16894 -0.0314607
127 -40290.1 -46236 5945.92 0.01 0.0100022 0.1 0.100011 0.08 0 0 0.323464 -0.169936 -0.0321412
128 -40321.8 -46236 5914.21 0.01 0.00999931 0.1 0.0999966 0.08 0 0 0.325757 -0.170499 -0.0317642
129 -40346.6 -46236 5889.39 0.01 0.010001 0.1 0.100005 0.08 0 0 0.327267 -0.17169 -0.0316935
130 -40383.9 -46236 5852.09 0.01 0.00999466 0.1 0.0999733 0.08 0 0 0.329119 -0.170862 -0.0310353
131 -40451 -46236 5784.96 0.01 0.0100064 0.1 0.100032 0.08 0 0 0.332195 -0.171728 -0.0307702
132 -40480.9 -46236 5755.12 0.01 0.0100008 0.1 0.100004 0.08 0 0 0.333693 -0.172817 -0.0305893
133 -40506.6 -46236 5729.35 0.01 0.0099978 0.1 0.099989 0.08 0 0 0.335177 -0.173646 -0.0304093
134 -40533.7 -46236 5702.24 0.01 0.0100005 0.1 0.100003 0.08 0 0 0.336548 -0.175545 -0.0301746
135 -40563.7 -46236 5672.32 0.01 0.0100036 0.1 0.100018 0.08 0 0 0.338864 -0.177956 -0.0297867
136 -40599.8 -46236 5636.18 0.01 0.00999853 0.1 0.0999926 0.08 0 0 0.340778 -0.178752 -0.0304354
137 -40653.2 -46236 5582.82 0.01 0.0100016 0.1 0.100008 0.08 0 0 0.343204 -0.179034 -0.0306243
138 -40679.4 -46236 5556.63 0.01 0.00999575 0.1 0.0999788 0.08 0 0 0.344796 -0.179477 -0.0310059
139 -40697.4 -46236 5538.55 0.01 0.010001 0.1 0.100005 0.08 0 0 0.346371 -0.179697 -0.0297887
140 -40750.9 -46236 5485.06 0.01 0.00999503 0.1 0.0999751 0.08 0 0 0.346844 -0.179013 -0.0305114
141 -40763.9 -46236 5472.08 0.01 0.0100014 0.1 0.100007 0.08 0 0 0.349232 -0.180007 -0.0314723
142 -40796.5 -46236 5439.5 0.01 0.0100116 0.1 0.100058 0.08 0 0 0.350959 -0.182019 -0.0316575
143 -40827.5 -46236 5408.52 0.01 0.00999882 0.1 0.0999941 0.08 0 0 0.352768 -0.183586 -0.0323301
144 -40877.4 -46236 5358.57 0.01 0.0100024 0.1 0.100012 0.08 0 0 0.355138 -0.184092 -0.0312434
145 -40902.2 -46236 5333.8 0.01 0.0100021 0.1 0.100011 0.08 0 0 0.355787 -0.185545 -0.0314918
146 -40946.6 -46236 5289.41 0.01 0.0100025 0.1 0.100013 0.08 0 0 0.358208 -0.186535 -0.0309224
147 -40973.4 -46236 5262.54 0.01 0.0100031 0.1 0.100015 0.08 0 0 0.359732 -0.185865 -0.0315006
148 -40991.2 -46236 5244.78 0.01 0.0100021 0.1 0.10001 0.08 0 0 0.360725 -0.186291 -0.0320574
149 -41017.9 -46236 5218.12 0.01 0.00999793 0.1 0.0999897 0.08 0 0 0.362474 -0.187055 -0.0313155
150 -41043.6 -46236 5192.37 0.01 0.00999997 0.1 0.0999999 0.08 0 0 0.364747 -0.188003 -0.0322327
151 -41075.6 -46236 5160.42 0.01 0.00999775 0.1 0.0999888 0.08 0 0 0.367816 -0.187591 -0.0321536
152 -41114.6 -46236 5121.38 0.01 0.00999893 0.1 0.0999947 0.08 0 0 0.370409 -0.187833 -0.0319628
153 -41125.9 -46236 5110.08 0.01 0.0100049 0.1 0.100024 0.08 0 0 0.372084 -0.188842 -0.0331481
154 -41140.3 -46236 5095.68 0.01 0.0100016 0.1 0.100008 0.08 0 0 0.374125 -0.189575 -0.0338476
155 -41146.4 -46236 5089.57 0.01 0.010009 0.1 0.100045 0.08 0 0 0.376476 -0.190242 -0.0333651
156 -41167.5 -46236 5068.49 0.01 0.0100017 0.1 0.100008 0.08 0 0 0.377783 -0.190226 -0.033864
157 -41186.5 -46236 5049.47 0.01 0.00999731 0.1 0.0999865 0.08 0 0 0.379619 -0.19082 -0.0331515
158 -41218.8 -46236 5017.22 0.01 0.0100034 0.1 0.100017 0.08 0 0 0.380974 -0.191017 -0.0328925
159 -41238.4 -46236 4997.61 0.01 0.00999281 0.1 0.099964 0.08 0 0 0.383344 -0.192065 -0.033125
160 -41288 -46236 4948.03 0.01 0.0100016 0.1 0.100008 0.08 0 0 0.385854 -0.191781 -0.0346733
161 -41300 -46236 4935.95 0.01 0.0100023 0.1 0.100011 0.08 0 0 0.387854 -0.19237 -0.035098
162 -41320.8 -46236 4915.14 0.01 0.0100065 0.1 0.100033 0.08 0 0 0.388727 -0.193335 -0.0338899
163 -41342.9 -46236 4893.1 0.01 0.0100032 0.1 0.100016 0.08 0 0 0.390799 -0.192642 -0.0335385
164 -41352.8 -46236 4883.16 0.01 0.0100008 0.1 0.100004 0.08 0 0 0.393379 -0.192533 -0.0339345
165 -41376.9 -46236 4859.08 0.01 0.0100002 0.1 0.100001 0.08 0 0 0.396221 -0.193237 -0.035011
166 -41390.1 -46236 4845.83 0.01 0.0100006 0.1 0.100003 0.08 0 0 0.396561 -0.192837 -0.034774
167 -41419.2 -46236 4816.81 0.01 0.0100017 0.1 0.100009 0.08 0 0 0.398024 -0.19383 -0.034792
168 -41450 -46236 4786 0.01 0.00999513 0.1 0.0999757 0.08 0 0 0.399078 -0.195258 -0.0355071
169 -41461.9 -46236 4774.11 0.01 0.0100037 0.1 0.100019 0.08 0 0 0.401123 -0.196641 -0.0346794
170 -41491.8 -46236 4744.19 0.01 0.01 0.1 0.1 0.08 0 0 0.403074 -0.198192 -0.0350739
171 -41511.1 -46236 4724.88 0.01 0.0100059 0.1 0.100029 0.08 0 0 0.404211 -0.199205 -0.0338131
172 -41521.4 -46236 4714.59 0.01 0.00999507 0.1 0.0999753 0.08 0 0 0.405432 -0.200148 -0.0343215
173 -41519.7 -46236 4716.26 0.01 0.0100029 0.1 0.100015 0.08 0 0 0.405694 -0.200412 -0.0342315
174 -41529.5 -46236 4706.47 0.01 0.00999132 0.1 0.0999566 0.08 0 0 0.406561 -0.201222 -0.0331737
175 -41549.7 -46236 4686.27 0.01 0.00999911 0.1 0.0999956 0.08 0 0 0.407854 -0.200738 -0.032895
176 -41573.4 -46236 4662.61 0.01 0.0100023 0.1 0.100011 0.08 0 0 0.410471 -0.201332 -0.0330224
177 -41585.7 -46236 4650.32 0.01 0.0100018 0.1 0.100009 0.08 0 0 0.413126 -0.200923 -0.0338741
