# Iteration Energy MinEnergy Delta temp realtemp dtheta realdtheta MagneticFieldX Y Z MagnetizationX Y Z
1 -1520.78 -46077.7 44556.9 0.06 0.0600009 0.244949 0.244951 0.06 0 0 0.00276076 -0.0090075 -0.00147483
2 -2769.79 -46077.7 43307.9 0.06 0.0599924 0.244949 0.244934 0.06 0 0 0.00391031 -0.00999812 0.000894765
3 -3815.78 -46077.7 42261.9 0.06 0.0599956 0.244949 0.24494 0.06 0 0 0.00366498 -0.00923621 0.000303219
4 -4762.41 -46077.7 41315.3 0.06 0.0600147 0.244949 0.244979 0.06 0 0 0.005992 -0.00900697 0.000911722
5 -5579.65 -46077.7 40498.1 0.06 0.060025 0.244949 0.245 0.06 0 0 0.00742375 -0.0086959 0.00250817
6 -6343.67 -46077.7 39734 0.06 0.0600331 0.244949 0.245017 0.06 0 0 0.00818664 -0.0114745 0.00469469
7 -7029.23 -46077.7 39048.5 0.06 0.0600106 0.244949 0.244971 0.06 0 0 0.0114474 -0.0120504 0.0034076
8 -7698.74 -46077.7 38379 0.06 0.0600137 0.244949 0.244977 0.06 0 0 0.0149758 -0.0106395 0.00296167
9 -8263.51 -46077.7 37814.2 0.06 0.0600158 0.244949 0.244981 0.06 0 0 0.0160649 -0.0121692 0.00303512
10 -8829.61 -46077.7 37248.1 0.06 0.0600058 0.244949 0.244961 0.06 0 0 0.0194912 -0.0127731 0.00148266
11 -9463.97 -46077.7 36613.7 0.06 0.0600049 0.244949 0.244959 0.06 0 0 0.0225326 -0.0145174 0.000533885
12 -10020.5 -46077.7 36057.2 0.06 0.0599842 0.244949 0.244917 0.06 0 0 0.0247485 -0.0159592 0.00174519
13 -10568.5 -46077.7 35509.2 0.06 0.0600228 0.244949 0.244996 0.06 0 0 0.0262283 -0.0162843 0.00257048
14 -11071.1 -46077.7 35006.6 0.06 0.0600001 0.244949 0.244949 0.06 0 0 0.0274243 -0.0181339 0.00296072
15 -11601 -46077.7 34476.7 0.06 0.0600086 0.244949 0.244967 0.06 0 0 0.0289392 -0.0206423 0.0013332
16 -12178.1 -46077.7 33899.6 0.06 0.0600015 0.244949 0.244952 0.06 0 0 0.0312921 -0.0228899 0.00109047
17 -12707.6 -46077.7 33370.1 0.06 0.0600038 0.244949 0.244957 0.06 0 0 0.0316563 -0.0246071 0.00132976
18 -13260.8 -46077.7 32816.9 0.06 0.0600014 0.244949 0.244952 0.06 0 0 0.033266 -0.0259625 0.001035
19 -13694.4 -46077.7 32383.3 0.06 0.0599941 0.244949 0.244937 0.06 0 0 0.0362847 -0.0268185 0.00249771
