# Iteration Energy MinEnergy Delta temp realtemp dtheta realdtheta MagneticFieldX Y Z MagnetizationX Y Z
1 -735.795 -19170.2 18434.4 0 0 0 0 0.08 0 0 -0.00279104 -0.00729655 -9.64621e-05
2 -1229.36 -19170.2 17940.9 0 0 0 0 0.08 0 0 -0.001616 -0.00804521 -3.27001e-05
3 -1692.98 -19170.2 17477.2 0 0 0 0 0.08 0 0 -0.000400045 -0.00886472 5.1989e-05
4 -2135.81 -19170.2 17034.4 0 0 0 0 0.08 0 0 0.000880729 -0.0097628 0.000165786
5 -2564.12 -19170.2 16606.1 0 0 0 0 0.08 0 0 0.00224135 -0.0107494 0.000303283
6 -2983.05 -19170.2 16187.2 0 0 0 0 0.08 0 0 0.00366798 -0.011781 0.00046204
7 -3394.59 -19170.2 15775.6 0 0 0 0 0.08 0 0 0.0051747 -0.0128404 0.000620931
8 -3804.51 -19170.2 15365.7 0 0 0 0 0.08 0 0 0.00676584 -0.0139525 0.000816292
9 -4216.7 -19170.2 14953.5 0 0 0 0 0.08 0 0 0.00839779 -0.0151156 0.00102849
10 -4632.1 -19170.2 14538.1 0 0 0 0 0.08 0 0 0.0100432 -0.0163508 0.00123725
11 -5051.93 -19170.2 14118.3 0 0 0 0 0.08 0 0 0.0117665 -0.0176124 0.00145868
12 -5472.45 -19170.2 13697.8 0 0 0 0 0.08 0 0 0.013574 -0.018945 0.0016647
13 -5891.69 -19170.2 13278.5 0 0 0 0 0.08 0 0 0.0153883 -0.0203086 0.00182343
14 -6311.27 -19170.2 12859 0 0 0 0 0.08 0 0 0.0172856 -0.0217011 0.00199671
15 -6730.33 -19170.2 12439.9 0 0 0 0 0.08 0 0 0.0192761 -0.0231881 0.00219273
16 -7145.59 -19170.2 12024.6 0 0 0 0 0.08 0 0 0.0213762 -0.0247717 0.00240902
17 -7556.32 -19170.2 11613.9 0 0 0 0 0.08 0 0 0.0235821 -0.0264073 0.00259256
18 -7961.37 -19170.2 11208.9 0 0 0 0 0.08 0 0 0.0258409 -0.0281325 0.00277003
