# Iteration Energy MinEnergy Delta temp realtemp dtheta realdtheta MagneticFieldX Y Z MagnetizationX Y Z
1 -735.968 -19102.2 18366.3 0 0 0 0 0.06 0 0 -0.00317557 -0.00729618 -9.69536e-05
2 -1229.42 -19102.2 17872.8 0 0 0 0 0.06 0 0 -0.00241439 -0.00804501 -3.44343e-05
3 -1692.91 -19102.2 17409.3 0 0 0 0 0.06 0 0 -0.00164384 -0.00886487 4.98472e-05
4 -2135.55 -19102.2 16966.7 0 0 0 0 0.06 0 0 -0.000839898 -0.00976242 0.000162917
5 -2563.67 -19102.2 16538.6 0 0 0 0 0.06 0 0 1.35481e-05 -0.0107507 0.000299458
6 -2982.32 -19102.2 16119.9 0 0 0 0 0.06 0 0 0.000900413 -0.0117842 0.000455469
7 -3393.51 -19102.2 15708.7 0 0 0 0 0.06 0 0 0.00183784 -0.0128447 0.000610538
8 -3803.19 -19102.2 15299.1 0 0 0 0 0.06 0 0 0.00281834 -0.0139634 0.000800467
9 -4215.12 -19102.2 14887.1 0 0 0 0 0.06 0 0 0.00382047 -0.0151278 0.00100294
10 -4630.26 -19102.2 14472 0 0 0 0 0.06 0 0 0.0048032 -0.0163592 0.00121297
11 -5049.5 -19102.2 14052.7 0 0 0 0 0.06 0 0 0.00582906 -0.0176191 0.0014295
12 -5469.74 -19102.2 13632.5 0 0 0 0 0.06 0 0 0.00691598 -0.0189546 0.00163147
13 -5888.34 -19102.2 13213.9 0 0 0 0 0.06 0 0 0.007991 -0.0203204 0.00179689
14 -6307.12 -19102.2 12795.1 0 0 0 0 0.06 0 0 0.00911829 -0.0216924 0.00194659
15 -6725.17 -19102.2 12377.1 0 0 0 0 0.06 0 0 0.0103163 -0.0231741 0.0021368
16 -7139.3 -19102.2 11962.9 0 0 0 0 0.06 0 0 0.0116111 -0.0247596 0.00235398
17 -7548.96 -19102.2 11553.3 0 0 0 0 0.06 0 0 0.0129882 -0.0263962 0.00252281
18 -7953.18 -19102.2 11149.1 0 0 0 0 0.06 0 0 0.0144312 -0.0281179 0.00269416
19 -8347.67 -19102.2 10754.6 0 0 0 0 0.06 0 0 0.0158141 -0.0297802 0.00294345
20 -8731.66 -19102.2 10370.6 0 0 0 0 0.06 0 0 0.0170921 -0.031416 0.00317504
21 -9109.5 -19102.2 9992.74 0 0 0 0 0.06 0 0 0.0183071 -0.0330582 0.0033827
22 -9480.52 -19102.2 9621.73 0 0 0 0 0.06 0 0 0.0194407 -0.0346486 0.00353026
23 -9842.08 -19102.2 9260.16 0 0 0 0 0.06 0 0 0.0205883 -0.0362709 0.00368101
24 -10192.9 -19102.2 8909.32 0 0 0 0 0.06 0 0 0.0218188 -0.0379294 0.00386801
25 -10531.5 -19102.2 8570.73 0 0 0 0 0.06 0 0 0.0230671 -0.0395586 0.00400394
26 -10859.3 -19102.2 8242.95 0 0 0 0 0.06 0 0 0.0242834 -0.0412203 0.00413867
27 -11171.6 -19102.2 7930.67 0 0 0 0 0.06 0 0 0.0253927 -0.0429208 0.00422513
28 -11469.6 -19102.2 7632.69 0 0 0 0 0.06 0 0 0.0264536 -0.044562 0.00441727
29 -11751.7 -19102.2 7350.59 0 0 0 0 0.06 0 0 0.0274569 -0.0461598 0.00465104
30 -12016.9 -19102.2 7085.39 0 0 0 0 0.06 0 0 0.028462 -0.0477592 0.00476552
31 -12266.1 -19102.2 6836.14 0 0 0 0 0.06 0 0 0.0294147 -0.0493475 0.00485773
32 -12499 -19102.2 6603.26 0 0 0 0 0.06 0 0 0.0303922 -0.0509392 0.00485238
33 -12720.1 -19102.2 6382.17 0 0 0 0 0.06 0 0 0.0313683 -0.0525037 0.00481526
34 -12929.8 -19102.2 6172.41 0 0 0 0 0.06 0 0 0.0323693 -0.0540476 0.00478994
35 -13128.4 -19102.2 5973.86 0 0 0 0 0.06 0 0 0.0334467 -0.0555707 0.00472781
36 -13315.8 -19102.2 5786.46 0 0 0 0 0.06 0 0 0.0345566 -0.0570714 0.00467109
37 -13491.3 -19102.2 5610.93 0 0 0 0 0.06 0 0 0.0356641 -0.0586381 0.00462553
38 -13658.7 -19102.2 5443.55 0 0 0 0 0.06 0 0 0.0367736 -0.0602213 0.00458306
39 -13816.1 -19102.2 5286.16 0 0 0 0 0.06 0 0 0.0378709 -0.0617963 0.00455214
40 -13965.6 -19102.2 5136.63 0 0 0 0 0.06 0 0 0.0389881 -0.0633824 0.00454138
41 -14106.9 -19102.2 4995.35 0 0 0 0 0.06 0 0 0.0402007 -0.0649538 0.00454234
42 -14239.4 -19102.2 4862.87 0 0 0 0 0.06 0 0 0.0414788 -0.0664383 0.00455955
43 -14362.8 -19102.2 4739.42 0 0 0 0 0.06 0 0 0.0427711 -0.0678751 0.00460327
44 -14479.6 -19102.2 4622.68 0 0 0 0 0.06 0 0 0.0440797 -0.0692717 0.00465453
45 -14590.3 -19102.2 4511.94 0 0 0 0 0.06 0 0 0.0454029 -0.070629 0.00473442
46 -14694.3 -19102.2 4407.96 0 0 0 0 0.06 0 0 0.0467431 -0.071897 0.00477923
47 -14792.8 -19102.2 4309.42 0 0 0 0 0.06 0 0 0.0480442 -0.0731169 0.00480725
48 -14886.5 -19102.2 4215.78 0 0 0 0 0.06 0 0 0.0493452 -0.074311 0.00482632
49 -14975.1 -19102.2 4127.15 0 0 0 0 0.06 0 0 0.0506877 -0.075503 0.0048029
50 -15059.2 -19102.2 4043.04 0 0 0 0 0.06 0 0 0.0520533 -0.0766956 0.00479293
51 -15139.2 -19102.2 3963.03 0 0 0 0 0.06 0 0 0.053439 -0.0779032 0.00481194
