# Iteration Energy MinEnergy Delta temp realtemp dtheta realdtheta MagneticFieldX Y Z MagnetizationX Y Z
1 -1516.33 -46003.6 44487.3 0.06 0.0600054 0.244949 0.24496 0.05 0 0 0.00332512 -0.0104153 -0.000458228
2 -2659.3 -46003.6 43344.3 0.06 0.060014 0.244949 0.244977 0.05 0 0 0.00756522 -0.0112007 -0.0010477
3 -3658.08 -46003.6 42345.5 0.06 0.0600026 0.244949 0.244954 0.05 0 0 0.00946628 -0.0103132 -0.00115266
4 -4496.18 -46003.6 41507.4 0.06 0.0599799 0.244949 0.244908 0.05 0 0 0.0111358 -0.011764 -0.0019259
5 -5303.74 -46003.6 40699.9 0.06 0.0600054 0.244949 0.24496 0.05 0 0 0.00920074 -0.010661 -0.00254359
6 -6021.68 -46003.6 39981.9 0.06 0.0600114 0.244949 0.244972 0.05 0 0 0.0112232 -0.00976893 -0.000954761
7 -6765.3 -46003.6 39238.3 0.06 0.0599943 0.244949 0.244937 0.05 0 0 0.0113318 -0.0129043 -0.00122979
8 -7433.92 -46003.6 38569.7 0.06 0.0600016 0.244949 0.244952 0.05 0 0 0.0111534 -0.0138682 -0.00117755
9 -8048.18 -46003.6 37955.4 0.06 0.0600141 0.244949 0.244978 0.05 0 0 0.0149357 -0.01551 -0.000677322
10 -8695.92 -46003.6 37307.7 0.06 0.0599918 0.244949 0.244932 0.05 0 0 0.0170792 -0.0167377 -0.00184848
11 -9267.91 -46003.6 36735.7 0.06 0.0599937 0.244949 0.244936 0.05 0 0 0.0195587 -0.0178028 -0.00347332
12 -9854.5 -46003.6 36149.1 0.06 0.0600163 0.244949 0.244982 0.05 0 0 0.0212681 -0.0174455 -0.00339473
13 -10384.3 -46003.6 35619.3 0.06 0.0600144 0.244949 0.244978 0.05 0 0 0.0228691 -0.0172635 -0.00261078
14 -10911.4 -46003.6 35092.2 0.06 0.0600137 0.244949 0.244977 0.05 0 0 0.0258783 -0.0152115 -0.00377033
15 -11382 -46003.6 34621.6 0.06 0.0600058 0.244949 0.244961 0.05 0 0 0.0273752 -0.0138193 -0.000885136
16 -11867.2 -46003.6 34136.4 0.06 0.0599913 0.244949 0.244931 0.05 0 0 0.028897 -0.0118918 -0.00212987
17 -12356.3 -46003.6 33647.3 0.06 0.0599892 0.244949 0.244927 0.05 0 0 0.0309067 -0.013201 -0.00117022
18 -12839.5 -46003.6 33164.1 0.06 0.060004 0.244949 0.244957 0.05 0 0 0.0355568 -0.0107864 -0.00246974
19 -13269 -46003.6 32734.6 0.06 0.0599778 0.244949 0.244904 0.05 0 0 0.0383926 -0.013835 -0.00427222
20 -13733 -46003.6 32270.6 0.06 0.0599939 0.244949 0.244936 0.05 0 0 0.0374667 -0.0145111 -0.00340775
21 -14293.9 -46003.6 31709.7 0.06 0.060009 0.244949 0.244967 0.05 0 0 0.0402299 -0.0153077 -0.00426319
22 -14815.3 -46003.6 31188.4 0.06 0.0599893 0.244949 0.244927 0.05 0 0 0.0436079 -0.01457 -0.00465172
23 -15188.1 -46003.6 30815.6 0.06 0.0599926 0.244949 0.244934 0.05 0 0 0.045984 -0.0162312 -0.00627136
24 -15606.3 -46003.6 30397.3 0.06 0.0600046 0.244949 0.244958 0.05 0 0 0.0488777 -0.0154549 -0.00566743
25 -16033.2 -46003.6 29970.4 0.06 0.0600008 0.244949 0.244951 0.05 0 0 0.0511444 -0.0166191 -0.00556292
26 -16496.8 -46003.6 29506.8 0.06 0.0600023 0.244949 0.244954 0.05 0 0 0.0550118 -0.0162737 -0.00518517
27 -16935.9 -46003.6 29067.7 0.06 0.0599991 0.244949 0.244947 0.05 0 0 0.0567777 -0.0167361 -0.00330394
28 -17381.8 -46003.6 28621.8 0.06 0.0600088 0.244949 0.244967 0.05 0 0 0.0592863 -0.0174954 -0.00117971
29 -17825.1 -46003.6 28178.5 0.06 0.0600086 0.244949 0.244966 0.05 0 0 0.0612816 -0.0206465 -0.000422689
30 -18149.1 -46003.6 27854.5 0.06 0.0599908 0.244949 0.24493 0.05 0 0 0.0653591 -0.0214214 -0.00358349
31 -18554.3 -46003.6 27449.4 0.06 0.0600012 0.244949 0.244951 0.05 0 0 0.0688768 -0.0204224 -0.00155536
32 -18938.2 -46003.6 27065.4 0.06 0.0599986 0.244949 0.244946 0.05 0 0 0.0716852 -0.0224947 -0.0011235
33 -19211.8 -46003.6 26791.8 0.06 0.0599942 0.244949 0.244937 0.05 0 0 0.0738736 -0.022442 -0.00291951
34 -19507.2 -46003.6 26496.4 0.06 0.0599954 0.244949 0.24494 0.05 0 0 0.0750641 -0.0229159 -0.00139913
35 -19940.7 -46003.6 26062.9 0.06 0.0599957 0.244949 0.24494 0.05 0 0 0.076966 -0.0220739 -0.00069242
36 -20237.7 -46003.6 25766 0.06 0.0600001 0.244949 0.244949 0.05 0 0 0.0779882 -0.0217592 -0.00166807
37 -20579.3 -46003.6 25424.4 0.06 0.0600064 0.244949 0.244962 0.05 0 0 0.0813254 -0.0249968 -0.0023777
38 -20960.8 -46003.6 25042.8 0.06 0.059995 0.244949 0.244939 0.05 0 0 0.0831515 -0.0247029 -0.00185713
39 -21230.3 -46003.6 24773.3 0.06 0.0600021 0.244949 0.244953 0.05 0 0 0.0843022 -0.0237569 -0.0011946
40 -21508.3 -46003.6 24495.3 0.06 0.0600103 0.244949 0.24497 0.05 0 0 0.0891673 -0.0261158 -0.00203666
41 -21807.8 -46003.6 24195.8 0.06 0.0599864 0.244949 0.244921 0.05 0 0 0.0878308 -0.0286269 -0.0022904
42 -22068.2 -46003.6 23935.4 0.06 0.060002 0.244949 0.244953 0.05 0 0 0.087028 -0.0290975 -0.00176142
43 -22275.5 -46003.6 23728.2 0.06 0.0600116 0.244949 0.244973 0.05 0 0 0.0882884 -0.0306297 -0.0034058
44 -22400.7 -46003.6 23603 0.06 0.0600102 0.244949 0.24497 0.05 0 0 0.0891478 -0.0311262 -0.00141556
45 -22612.1 -46003.6 23391.5 0.06 0.0599816 0.244949 0.244911 0.05 0 0 0.0892372 -0.0339597 0.00176758
46 -22766.9 -46003.6 23236.7 0.06 0.0600165 0.244949 0.244983 0.05 0 0 0.0912052 -0.0367709 0.000930739
47 -22897.3 -46003.6 23106.3 0.06 0.0600022 0.244949 0.244954 0.05 0 0 0.0903524 -0.0351216 0.00100295
48 -23109 -46003.6 22894.6 0.06 0.0599929 0.244949 0.244935 0.05 0 0 0.0925241 -0.0358997 0.00321198
49 -23322.1 -46003.6 22681.6 0.06 0.059997 0.244949 0.244943 0.05 0 0 0.095114 -0.0393325 0.00301246
50 -23661 -46003.6 22342.6 0.06 0.0600015 0.244949 0.244952 0.05 0 0 0.099046 -0.0411526 0.00205736
51 -23932.6 -46003.6 22071.1 0.06 0.0600152 0.244949 0.24498 0.05 0 0 0.101594 -0.0432722 0.00191951
52 -24083.4 -46003.6 21920.2 0.06 0.060019 0.244949 0.244988 0.05 0 0 0.103347 -0.0456486 0.0005438
53 -24257.1 -46003.6 21746.6 0.06 0.0599924 0.244949 0.244934 0.05 0 0 0.1046 -0.0457223 0.00236637
54 -24411.9 -46003.6 21591.7 0.06 0.0599914 0.244949 0.244932 0.05 0 0 0.106397 -0.0471414 0.00287022
55 -24473.4 -46003.6 21530.2 0.06 0.0600005 0.244949 0.24495 0.05 0 0 0.105097 -0.0485439 0.00115613
56 -24565.4 -46003.6 21438.2 0.06 0.0600067 0.244949 0.244963 0.05 0 0 0.107753 -0.0498241 0.000305369
