# Iteration Energy MinEnergy Delta temp realtemp dtheta realdtheta MagneticFieldX Y Z MagnetizationX Y Z
1 -1575.79 -46236 44660.2 0.11 0.110027 0.331662 0.331704 0.08 0 0 0.00542792 -0.00901991 -0.00165528
2 -2720.44 -46236 43515.5 0.11 0.11001 0.331662 0.331677 0.08 0 0 0.00822337 -0.0104523 -0.00560069
3 -3617.53 -46236 42618.4 0.11 0.11001 0.331662 0.331677 0.08 0 0 0.00842287 -0.0125236 -0.00492111
4 -4418.27 -46236 41817.7 0.11 0.109997 0.331662 0.331658 0.08 0 0 0.00920269 -0.0157753 -0.00704435
5 -5040.94 -46236 41195 0.11 0.110007 0.331662 0.331674 0.08 0 0 0.0119017 -0.0164396 -0.00537756
6 -5552.65 -46236 40683.3 0.11 0.110006 0.331662 0.331671 0.08 0 0 0.0118202 -0.0173937 -0.00407659
7 -6078.63 -46236 40157.4 0.11 0.109993 0.331662 0.331652 0.08 0 0 0.01349 -0.0184291 -0.00382577
8 -6546.07 -46236 39689.9 0.11 0.109994 0.331662 0.331654 0.08 0 0 0.0151469 -0.0222951 -0.000996762
9 -7055.67 -46236 39180.3 0.11 0.109985 0.331662 0.33164 0.08 0 0 0.0135866 -0.0208016 0.00105302
10 -7421.34 -46236 38814.6 0.11 0.110006 0.331662 0.331671 0.08 0 0 0.0149681 -0.0203712 -0.000747011
11 -7724.99 -46236 38511 0.11 0.109994 0.331662 0.331654 0.08 0 0 0.0154184 -0.0205857 -0.00041606
12 -8154.35 -46236 38081.6 0.11 0.109987 0.331662 0.331643 0.08 0 0 0.0181957 -0.021777 0.00171975
13 -8346.72 -46236 37889.3 0.11 0.110002 0.331662 0.331666 0.08 0 0 0.0189028 -0.0226114 0.00380987
14 -8617.62 -46236 37618.4 0.11 0.109975 0.331662 0.331625 0.08 0 0 0.0222184 -0.0222466 0.00483824
15 -8926.49 -46236 37309.5 0.11 0.109989 0.331662 0.331646 0.08 0 0 0.0248111 -0.0227017 0.00862258
16 -9190.98 -46236 37045 0.11 0.110012 0.331662 0.33168 0.08 0 0 0.0269866 -0.0218866 0.0102232
17 -9457.19 -46236 36778.8 0.11 0.109965 0.331662 0.33161 0.08 0 0 0.0328058 -0.0208312 0.0128064
18 -9629.43 -46236 36606.6 0.11 0.109974 0.331662 0.331624 0.08 0 0 0.0327246 -0.0193328 0.0141515
19 -9914.18 -46236 36321.8 0.11 0.110004 0.331662 0.331668 0.08 0 0 0.0347598 -0.0233984 0.0149921
20 -10029.5 -46236 36206.4 0.11 0.109993 0.331662 0.331652 0.08 0 0 0.0376942 -0.0263679 0.0140966
21 -10151.8 -46236 36084.2 0.11 0.110022 0.331662 0.331695 0.08 0 0 0.0414094 -0.0253312 0.0134784
22 -10286.3 -46236 35949.7 0.11 0.109988 0.331662 0.331645 0.08 0 0 0.0464588 -0.0232564 0.0140089
23 -10444.9 -46236 35791.1 0.11 0.110021 0.331662 0.331694 0.08 0 0 0.0487256 -0.0242562 0.012933
