# Iteration Energy MinEnergy Delta temp realtemp dtheta realdtheta MagneticFieldX Y Z MagnetizationX Y Z
1 -1517.05 -46402.2 44885.1 0.01 0.0100042 0.1 0.100021 0.1 0 0 0.00307055 -0.0104317 -0.00118288
2 -2781.32 -46402.2 43620.9 0.01 0.0100024 0.1 0.100012 0.1 0 0 0.00562651 -0.0106607 -0.0011525
3 -3939 -46402.2 42463.2 0.01 0.0100051 0.1 0.100026 0.1 0 0 0.00796326 -0.0121926 -0.00169394
4 -5017.96 -46402.2 41384.2 0.01 0.00999318 0.1 0.0999659 0.1 0 0 0.0108258 -0.0131228 -0.00239271
5 -6047.22 -46402.2 40355 0.01 0.00999784 0.1 0.0999892 0.1 0 0 0.0132913 -0.0150269 -0.00165796
6 -7008.42 -46402.2 39393.8 0.01 0.010002 0.1 0.10001 0.1 0 0 0.0155806 -0.0166081 -0.00140834
7 -7939.35 -46402.2 38462.8 0.01 0.00999955 0.1 0.0999977 0.1 0 0 0.0182636 -0.0178275 -0.00060444
8 -8872.66 -46402.2 37529.5 0.01 0.00999636 0.1 0.0999818 0.1 0 0 0.021133 -0.0190215 -0.000121143
9 -9801.91 -46402.2 36600.3 0.01 0.00999597 0.1 0.0999799 0.1 0 0 0.0246344 -0.0201661 -0.000891986
10 -10725.5 -46402.2 35676.6 0.01 0.00999494 0.1 0.0999747 0.1 0 0 0.0277487 -0.0209042 -0.000995505
11 -11667.1 -46402.2 34735.1 0.01 0.00999772 0.1 0.0999886 0.1 0 0 0.0309297 -0.0231321 -0.00115439
12 -12573.7 -46402.2 33828.5 0.01 0.0100076 0.1 0.100038 0.1 0 0 0.0350208 -0.0252494 -0.00104301
13 -13541 -46402.2 32861.2 0.01 0.00999658 0.1 0.0999829 0.1 0 0 0.0377703 -0.0274238 -0.00129298
14 -14465.8 -46402.2 31936.3 0.01 0.0100035 0.1 0.100017 0.1 0 0 0.0419437 -0.0302411 -0.0015868
15 -15419.8 -46402.2 30982.4 0.01 0.00999723 0.1 0.0999861 0.1 0 0 0.0467074 -0.0328421 -0.00111587
16 -16336.8 -46402.2 30065.4 0.01 0.0100059 0.1 0.100029 0.1 0 0 0.0503415 -0.0348666 -0.001451
17 -17259.3 -46402.2 29142.8 0.01 0.0100034 0.1 0.100017 0.1 0 0 0.0543074 -0.0368859 -0.00284463
18 -18130.3 -46402.2 28271.9 0.01 0.0099882 0.1 0.099941 0.1 0 0 0.0591439 -0.0394881 -0.00280005
19 -19033 -46402.2 27369.2 0.01 0.00999406 0.1 0.0999703 0.1 0 0 0.0635028 -0.0413192 -0.0028299
20 -19907.7 -46402.2 26494.5 0.01 0.00999674 0.1 0.0999837 0.1 0 0 0.0683344 -0.0434115 -0.00243913
21 -20741.1 -46402.2 25661.1 0.01 0.00999817 0.1 0.0999908 0.1 0 0 0.0725259 -0.0465511 -0.00310359
22 -21584.5 -46402.2 24817.7 0.01 0.00998527 0.1 0.0999263 0.1 0 0 0.0768495 -0.0494288 -0.00351736
23 -22375.7 -46402.2 24026.4 0.01 0.00999526 0.1 0.0999763 0.1 0 0 0.081721 -0.0513848 -0.00453769
